Order_ID,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_%,Sales_Amount,Order_Date,City,Segment,Profit
1035,Joshua Thomas,Jackets,Bomber Jacket,-1,2685.985,0.94,-161.1591,13-07-2025,Ahmedabad,B2C,-199.18
1036,Connie Cunningham,T-Shirts,Graphic Tee,-2,2721.83,0,-5443.66,06-04-2024,Ahmedabad,B2B,1213.95
1037,Amy Martin,Accessories,Sunglasses,2,2685.985,1.1,-537.197,06-04-2024,Ahmedabad,B2B,907.77
1038,Courtney Riddle,T-Shirts,Crop Top,3,1692.38,0,5077.14,20-01-2024,Bangalore,B2C,1704.49
1039,Ashley Ramirez,Shoes,Boots,1,1372.16,0.56,603.7504,20-05-2025,Hyderabad,B2C,1626.51
1040,Angel Nelson,Jackets,Denim Jacket,1,2685.985,0,2685.985,15-11-2024,Ahmedabad,B2C,693.6
1041,Teresa Chavez,Jackets,Puffer Coat,1,2685.985,0,2685.985,07-03-2025,Ahmedabad,B2C,-983.06
1042,Richard Williams,Dresses,Bodycon,1,2685.985,0,2685.985,12-04-2025,Pune,Unknown,283.39
1043,Deborah Walker,T-Shirts,Graphic Tee,1,4575.93,0.56,2013.4092,05-04-2025,Ahmedabad,Unknown,442.14
1044,Elizabeth Williams,T-Shirts,Classic Tee,1,2685.985,0,2685.985,12-09-2024,Bangalore,B2B,-80.23
1045,Connie Mills,Accessories,Sunglasses,1,3477.16,0,3477.16,10-02-2025,Hyderabad,B2B,1323.75
1046,Charlotte Cook,Jeans,Slim Fit Jeans,-1,2441.92,0.92,-195.3536,10-02-2025,Delhi,Unknown,1004.91
1047,Matthew Thompson,Jeans,Straight Cut,3,2685.985,0,8057.955,12-06-2025,Hyderabad,B2C,-395.76
1048,James Hughes,Jeans,Straight Cut,5,2685.985,0.41,7923.65575,16-10-2024,Delhi,Unknown,2409.26
1049,Kimberly Anderson,T-Shirts,Graphic Tee,1,2685.985,0,2685.985,16-10-2024,Mumbai,B2C,19.87
1050,Matthew Schmidt,Jeans,Slim Fit Jeans,-1,1083.16,0,-1083.16,08-07-2025,Pune,B2C,2904.29
1051,Eric Wilson,Jeans,Boyfriend Jeans,1,2685.985,0.57,1154.97355,26-04-2025,Delhi,B2C,2857.9
1052,Zachary Ramos,Jeans,Ripped Denim,1,3252.49,0.56,1431.0956,08-12-2023,Bangalore,Unknown,-11.15
1053,Debra Pollard,Dresses,Maxi Dress,1,714.23,1.29,-207.1267,21-07-2025,Delhi,Unknown,1057.24
1054,Angela Martinez,T-Shirts,Classic Tee,1,2685.985,0,2685.985,12-02-2025,Pune,Unknown,1002.96
1055,Brett Burch,Jeans,Boyfriend Jeans,0,2685.985,0,0,02-03-2024,Pune,B2B,1374.9
1056,Jennifer English,Accessories,Sunglasses,6,2685.985,0,16115.91,11-07-2025,Mumbai,B2C,-343.36
1057,Penny Campbell,Jackets,Puffer Coat,4,2685.985,0.04,10314.1824,23-12-2024,Pune,Unknown,1725.76
1058,Karen Garcia,T-Shirts,Oversized T-shirt,1,3982.53,1.08,-318.6024,14-08-2024,Pune,B2C,1912.49
1059,John Ramos,Jeans,Boyfriend Jeans,0,2927.57,0.19,0,14-08-2024,Delhi,Unknown,2218.42
1060,Dylan Roberson,Jeans,Ripped Denim,1,2813.51,0,2813.51,14-07-2025,Pune,Unknown,94.96
1061,Kelsey Reyes,Accessories,Belts,1,2291.15,0.33,1535.0705,05-11-2024,Mumbai,B2B,2536.3
1062,Larry Gibson,Jeans,Ripped Denim,-1,2685.985,0,-2685.985,05-11-2024,Pune,B2C,328.72
1063,Kristin Ho,T-Shirts,Graphic Tee,1,2685.985,0,2685.985,28-06-2025,Bangalore,B2C,2147.75
1064,Jessica Johnston,Jackets,Denim Jacket,1,2685.985,1.3,-805.7955,28-06-2025,Bangalore,Unknown,-901.74
1065,Amanda Parker,Jeans,Boyfriend Jeans,5,2685.985,0,13429.925,28-05-2024,Bangalore,Unknown,2316.97
1066,Joshua Figueroa,Shoes,Slip-ons,-2,3479.44,0,-6958.88,15-01-2025,Delhi,Unknown,-252.78
1067,Julie Howard,Dresses,Casual Midi,1,3945.25,0,3945.25,30-06-2025,Bangalore,B2B,305.55
1068,Brandon Lin,Dresses,Wrap Dress,4,2765.26,0,11061.04,30-06-2025,Ahmedabad,B2C,1719.9
1069,Anna Allen,Accessories,Watches,2,2102.02,1.13,-546.5252,11-03-2024,Delhi,B2B,-992.61
1070,Kimberly Ho,Jackets,Leather Jacket,5,2685.985,0,13429.925,06-04-2025,Hyderabad,B2B,1383.48
1071,Nancy White,Accessories,Sunglasses,1,1000.76,0,1000.76,06-04-2025,Delhi,B2B,2131.43
1072,Eric Salazar,Dresses,Maxi Dress,1,2685.985,0,2685.985,06-04-2025,Bangalore,B2C,2878.09
1073,Michael Williamson,Jeans,Straight Cut,-2,2685.985,0.18,-4405.0154,06-04-2025,Pune,Unknown,368.69
1074,Lynn Morales,Dresses,Casual Midi,-2,2685.985,1.06,322.3182,25-01-2025,Hyderabad,Unknown,192.91
1075,Jennifer Horn,T-Shirts,Crop Top,1,795.85,0,795.85,25-01-2025,Pune,B2B,2418.8
1076,Lori Preston,T-Shirts,Oversized T-shirt,2,2685.985,0,5371.97,07-01-2025,Bangalore,Unknown,1408.61
1077,Gabriel Parrish,T-Shirts,Oversized T-shirt,2,2685.985,0,5371.97,20-09-2024,Hyderabad,B2B,902.52
1078,Debbie Raymond,Jackets,Leather Jacket,1,4059.56,0,4059.56,13-02-2025,Pune,B2C,-819.94
1079,Cheryl Clark,T-Shirts,Classic Tee,1,2685.985,0,2685.985,13-02-2025,Hyderabad,B2B,-22.55
1080,Laura Thompson,T-Shirts,Crop Top,1,3872.22,1.15,-580.833,13-02-2025,Mumbai,B2C,-302.97
1081,Mary Lin,Jeans,Boyfriend Jeans,6,4798.06,0.81,5469.7884,13-02-2025,Hyderabad,B2B,-361.78
1082,Nicholas White,Dresses,Bodycon,0,2685.985,0,0,13-02-2025,Bangalore,B2B,712.91
1083,Timothy Farmer,Jackets,Bomber Jacket,1,2685.985,1.28,-752.0758,13-02-2025,Pune,B2B,-612.62
1084,Kevin Martinez,Shoes,Loafers,1,2685.985,0.53,1262.41295,24-12-2024,Pune,B2B,2458.07
1085,James Martinez,Shoes,Slip-ons,1,2685.985,0.02,2632.2653,18-10-2023,Pune,B2B,264.73
1086,Douglas Nelson,Accessories,Sunglasses,1,948.33,0.46,512.0982,16-03-2025,Bangalore,B2C,-865.22
1087,Thomas Ramirez,Jeans,Ripped Denim,1,1976.75,0.81,375.5825,08-07-2025,Mumbai,B2C,2790.95
1088,David Faulkner,Accessories,Caps,1,3891.14,0,3891.14,08-05-2025,Pune,B2C,1374.27
1089,Dennis Ross,Shoes,Slip-ons,1,1412.17,0.88,169.4604,22-02-2025,Mumbai,Unknown,-355.26
1090,Heather Arnold,Shoes,Slip-ons,5,2477.82,0,12389.1,09-11-2024,Ahmedabad,B2C,-888.86
1091,David Bridges,Accessories,Belts,1,2685.985,0,2685.985,28-07-2023,Delhi,Unknown,156.43
1092,Jennifer Keller,Dresses,Bodycon,1,2685.985,0,2685.985,28-07-2023,Pune,Unknown,1122.66
1093,Amanda Myers,Dresses,Bodycon,-2,2685.985,0,-5371.97,03-12-2024,Bangalore,B2B,2966.76
1094,Betty Middleton,Jackets,Denim Jacket,-1,4741.41,0,-4741.41,03-12-2024,Mumbai,B2C,1901.7
1035,Laura Porter,Accessories,Belts,1,2685.985,0,2685.985,04-01-2025,Mumbai,B2C,1539.59
1033,Carla Phillips,Accessories,Belts,1,421.92,0,421.92,04-01-2025,Hyderabad,Unknown,2969.19
1097,Amber Smith,Accessories,Sunglasses,0,2685.985,0,0,18-01-2025,Mumbai,Unknown,1141.15
1098,Diana Jones,Accessories,Caps,0,4752.04,0,0,08-09-2024,Ahmedabad,B2C,129.37
1099,Valerie Walker,Shoes,Loafers,1,2685.985,0,2685.985,22-02-2024,Pune,B2B,300.02
1100,Daniel Brown,Shoes,Boots,2,2011.73,0,4023.46,30-12-2024,Hyderabad,B2C,2493.5
1101,Stephen Smith,Jeans,Boyfriend Jeans,1,2685.985,0.22,2095.0683,04-03-2025,Pune,B2C,2962.73
1102,Kimberly Walter,Jeans,Boyfriend Jeans,5,2685.985,0,13429.925,15-04-2025,Hyderabad,Unknown,2776.7
1103,Brandon Webb,Dresses,Bodycon,5,1521.46,0,7607.3,11-06-2025,Bangalore,B2B,1713.47
1104,Andrew Moreno,Dresses,Maxi Dress,3,2752.71,0,8258.13,11-06-2024,Ahmedabad,B2B,1660.01
1105,Willie Smith,Dresses,Maxi Dress,-2,2685.985,0,-5371.97,11-06-2024,Ahmedabad,B2B,616.04
1106,Evelyn Allison,Jeans,Boyfriend Jeans,3,2685.985,0,8057.955,01-04-2025,Pune,B2C,53.28
1107,Elizabeth Hood,Jeans,Straight Cut,1,4948,0,4948,01-04-2025,Delhi,B2C,1064.86
1036,Nathaniel Thomas,Jeans,Straight Cut,1,4601.44,0,4601.44,16-12-2024,Mumbai,B2C,2145.66
1109,Nicole Evans,Jeans,Ripped Denim,1,2685.985,0,2685.985,02-05-2025,Hyderabad,B2C,2133.58
1110,Michael Velasquez,Jeans,Slim Fit Jeans,4,2685.985,0,10743.94,26-06-2025,Mumbai,B2C,2155.68
1111,Tammy Gonzales,T-Shirts,Classic Tee,1,2685.985,0,2685.985,26-06-2025,Ahmedabad,B2C,748.93
1112,Sherry Shepard,Dresses,Casual Midi,1,1027.56,0,1027.56,26-06-2025,Mumbai,Unknown,1160.17
1113,Derek Edwards,Jackets,Puffer Coat,1,3864.5,0,3864.5,26-06-2025,Ahmedabad,B2C,-763.23
1114,Robert Williams,Dresses,Bodycon,6,568.61,0.2,2729.328,18-02-2025,Delhi,B2C,-689.16
1115,Carolyn Nelson,Accessories,Belts,1,2685.985,0,2685.985,18-06-2025,Ahmedabad,Unknown,-624.26
1116,Olivia Jones,Jackets,Bomber Jacket,1,2685.985,0,2685.985,02-03-2025,Delhi,B2C,1733.04
1117,Molly Johnson,Jackets,Puffer Coat,1,3567.55,0,3567.55,02-03-2025,Bangalore,Unknown,-455.6
1118,Jose Jackson,Accessories,Belts,1,2685.985,0,2685.985,01-05-2025,Bangalore,B2C,1039.53
1119,Elizabeth Vega,Jeans,Ripped Denim,1,2685.985,0,2685.985,14-05-2025,Mumbai,B2C,142.69
1120,Angelica Gonzalez,Jackets,Puffer Coat,1,4709,0,4709,05-05-2025,Ahmedabad,Unknown,828.98
1121,Henry Parker,Shoes,Boots,1,4109.6,0.42,2383.568,05-05-2025,Pune,B2C,1422.36
1122,Jennifer Lee,Jackets,Bomber Jacket,0,4745.03,0.4,0,05-05-2025,Mumbai,B2C,2658.02
1123,Michael Clarke,Accessories,Caps,5,3978.76,0,19893.8,11-04-2024,Ahmedabad,Unknown,1494.78
1002,Jessica Gibson,Jackets,Puffer Coat,1,2685.985,0,2685.985,31-12-2024,Ahmedabad,B2B,2513.75
1125,Jason Turner,Shoes,Boots,-2,2685.985,0,-5371.97,31-12-2024,Delhi,Unknown,-754.58
1126,Grant Munoz,Jeans,Boyfriend Jeans,2,2685.985,0.59,2202.5077,31-12-2024,Pune,B2C,1820.2
1127,Rhonda Ray,Dresses,Bodycon,3,4843.44,0.07,13513.1976,07-08-2024,Ahmedabad,B2B,2881.91
1128,Susan Anderson,T-Shirts,Oversized T-shirt,1,2685.985,0.43,1531.01145,07-08-2024,Hyderabad,Unknown,-68.49
1129,Miranda Thomas,Jeans,Boyfriend Jeans,-2,2412.36,0.23,-3715.0344,27-06-2025,Mumbai,B2C,-668.36
1130,Samuel Miller,Accessories,Sunglasses,1,2685.985,0,2685.985,27-06-2025,Delhi,B2B,2782.45
1131,Grace Chavez,T-Shirts,Classic Tee,5,2685.985,0.99,134.29925,18-01-2025,Delhi,Unknown,-941.56
1132,Andrew Carlson,Jackets,Bomber Jacket,1,2685.985,0.58,1128.1137,18-01-2025,Delhi,B2B,2043.57
1133,Erin Williams,Dresses,Casual Midi,1,2685.985,0.6,1074.394,18-01-2025,Ahmedabad,Unknown,806.19
1134,Melissa Jenkins,Dresses,Wrap Dress,3,2685.985,0,8057.955,14-05-2025,Delhi,B2C,1101.19
1135,Ronald Ballard,Shoes,Sneakers,4,1556.96,0.84,996.4544,23-10-2024,Mumbai,B2B,1432.84
1136,Danielle Johnson,Jeans,Straight Cut,1,3658.42,0.47,1938.9626,27-01-2024,Mumbai,Unknown,1897.33
1137,Jason Moore,Shoes,Sneakers,1,4206.06,0,4206.06,23-04-2025,Delhi,B2B,1161.76
1138,Thomas Freeman,Dresses,Bodycon,1,2685.985,0.26,1987.6289,23-04-2025,Hyderabad,B2C,-658.58
1139,Katherine Reyes,T-Shirts,Graphic Tee,1,2685.985,0.21,2121.92815,28-10-2024,Bangalore,Unknown,-832.45
1140,Dawn Smith,Accessories,Belts,4,2685.985,0,10743.94,13-08-2024,Hyderabad,B2B,-127.91
1141,Sarah Pacheco,T-Shirts,Graphic Tee,1,2685.985,1.15,-402.89775,19-04-2024,Delhi,B2C,429.67
1142,Daniel Alvarez,Dresses,Bodycon,6,3004.58,0,18027.48,22-02-2024,Hyderabad,B2C,-509.67
1143,Bernard Ramirez,Jackets,Denim Jacket,1,2685.985,0,2685.985,05-05-2025,Bangalore,Unknown,816.49
1144,Mrs. Julia Ramirez,Jeans,Slim Fit Jeans,1,2685.985,0.19,2175.64785,05-05-2025,Mumbai,B2C,2966.21
1145,Jorge Anderson,T-Shirts,Graphic Tee,-2,3607.9,0.94,-432.948,06-11-2024,Hyderabad,B2B,-171.58
1146,Jacqueline Jenkins,Accessories,Belts,1,2685.985,1.09,-241.73865,03-03-2025,Pune,B2C,-431.7
1147,Tracy Miller,Dresses,Casual Midi,1,2875.46,0,2875.46,06-12-2024,Delhi,B2B,-794.99
1148,Travis Lopez,Accessories,Belts,1,2471.48,1.11,-271.8628,23-01-2025,Mumbai,B2C,2247.9
1149,Steven Ortiz,Dresses,Bodycon,2,2685.985,0,5371.97,05-10-2024,Hyderabad,B2B,562.69
1150,Brittany Robinson,Accessories,Sunglasses,1,1554.9,0,1554.9,17-10-2024,Ahmedabad,B2C,457.65
1151,Joseph Allen,Jeans,Straight Cut,4,2266.44,0.33,6074.0592,17-07-2025,Pune,B2C,-655.45
1152,Matthew Deleon,Shoes,Slip-ons,1,2685.985,1.26,-698.3561,03-11-2024,Pune,Unknown,454.45
1153,Julia Evans,Accessories,Belts,1,478.59,0,478.59,15-12-2024,Delhi,B2B,-681.2
1154,Robert Parks,Accessories,Watches,1,2685.985,0,2685.985,10-10-2024,Bangalore,B2C,52.85
1155,Sean Small,Shoes,Slip-ons,1,2685.985,0.64,966.9546,08-11-2024,Mumbai,Unknown,2493.12
1156,Jacob Moore,Dresses,Wrap Dress,3,2685.985,0.93,564.05685,08-11-2024,Delhi,Unknown,1699.17
1157,Dean Allen,Jeans,Ripped Denim,6,645.03,0,3870.18,25-06-2025,Ahmedabad,B2C,2724.92
1158,Vicki Jackson,Dresses,Wrap Dress,1,4516.08,0,4516.08,06-07-2025,Delhi,B2B,2164.95
1159,Robert Knox,Shoes,Sneakers,1,3335.18,0.09,3035.0138,06-07-2025,Ahmedabad,B2C,235.11
1160,Ruben Oconnell,Dresses,Casual Midi,0,2685.985,0.77,0,11-11-2024,Hyderabad,Unknown,-711.19
1161,Laura Gallegos,T-Shirts,Classic Tee,1,1801.91,0,1801.91,01-03-2024,Mumbai,Unknown,502.86
1162,Christopher Harvey,Shoes,Boots,4,2685.985,0.14,9239.7884,25-11-2024,Mumbai,B2C,2566.05
1163,Scott Hampton,Accessories,Sunglasses,1,1033.58,0.68,330.7456,09-01-2025,Bangalore,B2C,-441.46
1164,Steven Ingram,Accessories,Sunglasses,5,2685.985,0,13429.925,09-01-2025,Hyderabad,B2B,598.79
1165,Joshua Jones,T-Shirts,Classic Tee,2,2685.985,0.08,4942.2124,04-10-2024,Bangalore,B2B,-102.32
1166,Jennifer Johnson,Jackets,Bomber Jacket,1,2685.985,0.91,241.73865,27-08-2023,Ahmedabad,Unknown,285.44
1167,Robert Evans,T-Shirts,Oversized T-shirt,0,4595.9,0.09,0,14-05-2025,Bangalore,Unknown,-653.8
1168,Eugene Olson Jr.,Accessories,Sunglasses,0,3655.71,0.48,0,13-11-2024,Hyderabad,Unknown,2024.15
1169,Kristine Sexton,T-Shirts,Classic Tee,-1,2948.26,0.9,-294.826,13-11-2024,Pune,Unknown,1285.15
1170,Marc Hull,Jeans,Straight Cut,0,2685.985,0.76,0,13-11-2024,Delhi,B2C,-528.7
1171,Richard Johnson,Jeans,Straight Cut,1,2685.985,0,2685.985,16-06-2025,Pune,B2B,2475.83
1172,Diane Davis,Jackets,Puffer Coat,-2,2719.32,0,-5438.64,02-05-2025,Hyderabad,B2C,655.1
1173,Shaun Bush,Jeans,Boyfriend Jeans,1,4063.39,0,4063.39,02-05-2025,Bangalore,Unknown,2034.39
1174,Tiffany Flores,Jackets,Leather Jacket,6,4984.65,0.42,17346.582,23-12-2024,Bangalore,Unknown,2931.32
1175,Ashley Brown,Dresses,Casual Midi,3,2685.985,0,8057.955,01-10-2024,Ahmedabad,B2C,728.61
1176,Bailey Williamson,Jeans,Boyfriend Jeans,6,2685.985,0.87,2095.0683,01-10-2024,Mumbai,B2B,-879.15
1177,Elizabeth Torres,Jeans,Straight Cut,1,2426.13,0,2426.13,30-03-2025,Ahmedabad,B2C,353.91
1178,Joshua Anderson,T-Shirts,Crop Top,4,1204.59,0,4818.36,30-03-2025,Hyderabad,Unknown,2161.64
1179,Kevin Allen,Jackets,Bomber Jacket,0,2685.985,0,0,04-04-2025,Mumbai,B2C,510.53
1180,Michelle Moore,Dresses,Bodycon,6,2495.96,0,14975.76,04-04-2025,Hyderabad,B2C,835.4
1181,John Barber,Jackets,Bomber Jacket,1,2685.985,0,2685.985,16-03-2025,Mumbai,B2B,2564.06
1182,Andrew Mclaughlin,Jeans,Slim Fit Jeans,-1,2685.985,0,-2685.985,06-08-2024,Pune,Unknown,-747.25
1183,Sherry Ward,Accessories,Watches,6,2372.3,0,14233.8,27-03-2024,Delhi,Unknown,1888.87
1184,Craig Farrell,Jeans,Ripped Denim,0,2697.1,0,0,21-06-2025,Delhi,B2B,1518.99
1185,Stacy Brady,Accessories,Belts,1,2685.985,0,2685.985,14-05-2025,Delhi,B2C,-445.19
1186,Daniel Patton,Jeans,Boyfriend Jeans,6,2685.985,0.71,4673.6139,12-06-2025,Bangalore,B2B,-40.48
1187,Karen Smith,Accessories,Belts,3,3810.89,0,11432.67,12-06-2025,Mumbai,B2C,1153.72
1188,Maria Morrow,Accessories,Belts,6,4910.28,0.12,25926.2784,27-08-2024,Bangalore,Unknown,2089.25
1189,Elizabeth Johnson,T-Shirts,Oversized T-shirt,1,4808.1,0,4808.1,28-01-2025,Ahmedabad,Unknown,392.87
1190,Antonio Boyd PhD,Jackets,Puffer Coat,1,2685.985,0.63,993.81445,27-05-2025,Pune,B2B,75.04
1191,John Tucker,Accessories,Belts,1,2469.87,0.56,1086.7428,27-05-2025,Mumbai,B2C,2860.2
1010,Steve Mann,T-Shirts,Crop Top,0,2685.985,0,0,27-05-2025,Hyderabad,B2C,2709.47
1193,Christine Lopez,Dresses,Casual Midi,1,3031.06,0,3031.06,08-08-2024,Pune,B2B,-682.74
1032,Stephanie Booth,Accessories,Sunglasses,1,2685.985,0,2685.985,09-07-2025,Ahmedabad,B2C,1941.65
1195,Christine Rodgers,Dresses,Wrap Dress,1,2685.985,1.2,-537.197,09-07-2025,Mumbai,B2C,1059.17
1196,Michael Hawkins,Jeans,Slim Fit Jeans,1,3959.06,0.37,2494.2078,14-05-2025,Hyderabad,B2B,1539.5
1197,Dean Jimenez,Jackets,Denim Jacket,1,2685.985,0,2685.985,14-05-2025,Hyderabad,B2B,650.97
1198,Jacqueline Erickson,Accessories,Sunglasses,3,3594.97,0,10784.91,17-04-2025,Delhi,B2C,2422.27
1199,Jade Chavez,Shoes,Boots,1,2317.1,0,2317.1,02-02-2025,Bangalore,Unknown,2637.77
1200,Laura Green,Shoes,Sneakers,4,2685.985,0,10743.94,02-02-2025,Hyderabad,B2C,2782.21
1201,Crystal Hayes MD,Jackets,Bomber Jacket,2,3507.85,0,7015.7,10-01-2025,Pune,B2B,1023.04
1202,Amy Walker,Accessories,Sunglasses,1,2685.985,0,2685.985,23-03-2025,Bangalore,B2C,-207.53
1203,Amy Gonzales,T-Shirts,Crop Top,5,2685.985,0,13429.925,14-01-2025,Hyderabad,B2C,657.59
1204,David Parker,Shoes,Slip-ons,1,4213.4,0,4213.4,12-11-2024,Pune,B2B,1867.53
1205,Jennifer Williams,Jeans,Slim Fit Jeans,1,696.49,0,696.49,11-06-2025,Delhi,B2C,-24.51
1206,Charles White,T-Shirts,Classic Tee,0,2685.985,0,0,31-03-2025,Hyderabad,Unknown,2472.24
1207,Jerome Richardson,Jeans,Straight Cut,1,563.14,0.33,377.3038,21-05-2024,Ahmedabad,B2B,945.7
1208,Jean Yoder,Jackets,Denim Jacket,1,2685.985,0,2685.985,10-01-2025,Mumbai,Unknown,648.73
1209,Theodore Yang,Accessories,Watches,1,4029.87,0,4029.87,09-01-2025,Ahmedabad,Unknown,1447.79
1210,Rebecca Grant,Accessories,Watches,4,2685.985,1.16,-1719.0304,26-05-2025,Delhi,Unknown,2179.54
1211,Kelli Young,Jeans,Ripped Denim,1,1560.37,0,1560.37,04-12-2024,Ahmedabad,B2C,2783.91
1212,Bradley Quinn,Shoes,Slip-ons,-1,4098.12,0,-4098.12,17-10-2024,Hyderabad,Unknown,-656.35
1213,Darrell Reynolds,T-Shirts,Classic Tee,1,2685.985,0,2685.985,27-01-2025,Ahmedabad,Unknown,1093.98
1214,Alicia Hernandez,Jackets,Leather Jacket,4,1273.6,0,5094.4,18-06-2025,Hyderabad,B2C,1851.89
1215,Melanie Hoffman,T-Shirts,Classic Tee,6,3802.27,0,22813.62,18-06-2025,Ahmedabad,B2C,-266.99
1216,Benjamin Dunlap,T-Shirts,Classic Tee,6,2685.985,1.17,-2739.7047,22-07-2024,Delhi,B2B,2986.8
1217,Cheryl King,Jackets,Denim Jacket,3,2850.38,0,8551.14,22-07-2024,Delhi,B2C,17.31
1218,Jamie Alexander,Dresses,Wrap Dress,3,1544.45,0.33,3104.3445,31-03-2025,Hyderabad,B2B,707.56
1219,Kayla Crawford,Jeans,Straight Cut,1,2685.985,0,2685.985,28-11-2024,Bangalore,Unknown,2206
1220,Amber Rivera,T-Shirts,Oversized T-shirt,1,2685.985,0,2685.985,22-07-2024,Bangalore,Unknown,1598.22
1221,Cody Mitchell,Accessories,Belts,3,2685.985,0,8057.955,28-09-2024,Mumbai,B2B,898.67
1222,Karen Pennington,T-Shirts,Classic Tee,1,683.85,0,683.85,30-10-2024,Pune,B2C,1489.45
1223,Nicholas Thompson,T-Shirts,Crop Top,1,2685.985,0,2685.985,30-10-2024,Hyderabad,B2B,-531.05
1224,Shelby Lewis,Dresses,Wrap Dress,1,2685.985,0,2685.985,21-03-2025,Ahmedabad,B2C,2219.56
1225,Gregory Flores,Shoes,Loafers,-1,1406.32,1.05,70.316,13-07-2025,Bangalore,Unknown,1937.71
1226,Jeffrey Haynes,Dresses,Bodycon,1,2685.985,1.15,-402.89775,26-10-2024,Ahmedabad,B2B,2806.56
